date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:38	67528/67528	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:6b637567ad6aaf75eec48295bbaad2aa%22	https://praktio.com/pages/summer-associates	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates.html	(from https://praktio.com/)
20:47:39	62537/62537	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:74b8b852350b498fc682fda91f355c68%22	https://praktio.com/pages/staff	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/staff.html	(from https://praktio.com/)
20:47:39	49620/49620	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:aa1a1e7cfa9a06359f1065395dae07d4%22	https://praktio.com/pages/business-roles	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/business-roles.html	(from https://praktio.com/)
20:47:39	49865/49865	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e62396779dbd84a3da8770fce7953959%22	https://praktio.com/pages/procurement	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/procurement.html	(from https://praktio.com/)
20:47:40	49642/49642	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:e0eaba56cbd233331adf9f0fecdbdf18%22	https://praktio.com/pages/contract-managers	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/contract-managers.html	(from https://praktio.com/)
20:47:40	61076/61076	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:921baa818732763955c467855ef2c7cd%22	https://praktio.com/pages/about-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/about-us.html	(from https://praktio.com/)
20:47:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:38%20GMT	https://praktio.com/goodwin	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/goodwin	(from https://praktio.com/)
20:47:41	57178/57178	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:63813d546a7377e4da92a52c087ad1df%22	https://praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/blogs/resources/beyond-traditional-learning-how-goodwin-is-preparing-associates-for-the-genai-era.html	(from https://praktio.com/)
20:47:44	111921/111921	---M--	200	added ('OK')	image/png	date:Sat,%2008%20Jun%202024%2016:16:02%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Praktio_Logo_White.png?v=1587686932	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Praktio_Logo_Whitecca5.png	(from https://praktio.com/)
20:47:45	35793/35793	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:19dbb7d240df6aa10f7b87e1929e0683%22	https://praktio.com/pages/contact-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/contact-us.html	(from https://praktio.com/)
20:47:45	2554/2554	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2021:32:40%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Praktio_Correct_Badge.png?v=1588283065	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Praktio_Correct_Badge8aa3.png	(from https://praktio.com/)
20:47:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:44%20GMT	https://praktio.com/first-years	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/first-years	(from https://praktio.com/)
20:47:46	1268723/1268723	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jun%202024%2001:52:14%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Home_Screen_Laptop_Rendering.png?v=1661189667	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Home_Screen_Laptop_Renderingc8b8.png	(from https://praktio.com/)
20:47:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:44%20GMT	https://praktio.com/summer	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/summer	(from https://praktio.com/)
20:47:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:45%20GMT	https://praktio.com/pages/summer-associate-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associate-2022	(from https://praktio.com/)
20:47:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:45%20GMT	https://praktio.com/pages/summer-associates-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates-2022	(from https://praktio.com/)
20:47:47	123824/123824	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2021:32:41%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/home_summerTraining.png?v=1708718436	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/home_summerTraining0c81.png	(from https://praktio.com/)
20:47:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:46%20GMT	https://praktio.com/elearning	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/elearning	(from https://praktio.com/)
20:47:48	412754/412754	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:56:17%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Praktio_-_Screenshot_for_Homepage_EL_Feature_Graphic.png?v=1661199129	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Praktio_-_Screenshot_for_Homepage_EL_Feature_Graphicf4e4.png	(from https://praktio.com/)
20:47:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:46%20GMT	https://praktio.com/lawfirms	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/lawfirms	(from https://praktio.com/)
20:47:49	14041/14041	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jun%202024%2003:09:48%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/homeArticleBand_elearning_tiny.png?v=1694130965	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/homeArticleBand_elearning_tinycdd3.png	(from https://praktio.com/)
20:47:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:48%20GMT	https://praktio.com/workshops	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/workshops	(from https://praktio.com/)
20:47:50	18634/18634	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:57:05%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Skadden-logo.png?v=1588625744	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Skadden-logofb62.png	(from https://praktio.com/)
20:47:51	18035/18035	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jun%202024%2003:09:49%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Cooley-logo.png?v=1588625737	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Cooley-logo70a9.png	(from https://praktio.com/)
20:47:51	13023/13023	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2021:32:44%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Cleary_Gottlieb-logo.png?v=1588625733	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Cleary_Gottlieb-logo925c.png	(from https://praktio.com/)
20:47:52	2365763/2365763	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:56:11%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Workshops_9620c305-7568-4f05-97c5-7c1f1bd8b5f4.png?v=1589468702	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Workshops_9620c305-7568-4f05-97c5-7c1f1bd8b5f48b06.png	(from https://praktio.com/)
20:47:52	20678/20678	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:59:03%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Pillsbury-logo.png?v=1588625741	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Pillsbury-logo920f.png	(from https://praktio.com/)
20:47:52	3709/3709	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:58:55%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Faegre-logowhite.png?v=1616102658	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Faegre-logowhite54d0.png	(from https://praktio.com/)
20:47:53	25701/25701	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2000:41:18%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/glaxosmithkline-logo-black-and-white.png?v=1598450711	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/glaxosmithkline-logo-black-and-white2215.png	(from https://praktio.com/)
20:47:53	4625/4625	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:58:54%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/SkySpecs_logo_icon_1f5cb2e6-3ea7-474b-9328-4cdad7a30b16.png?v=1704319480	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/SkySpecs_logo_icon_1f5cb2e6-3ea7-474b-9328-4cdad7a30b1689cd.png	(from https://praktio.com/)
20:47:54	17903/17903	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jun%202024%2003:09:49%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Marmon_logo2.png?v=1704323738	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Marmon_logo2ca1d.png	(from https://praktio.com/)
20:47:54	17024/17024	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jun%202024%2019:57:40%20GMT	https://cdn.shopify.com/s/files/1/0400/7125/files/Ontra_Horizontal_LightBkg.png?v=1635446951	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/cdn.shopify.com/s/files/1/0400/7125/files/Ontra_Horizontal_LightBkg80b9.png	(from https://praktio.com/)
20:47:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:53%20GMT	https://praktio.com/elearning	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/elearning	(from https://praktio.com/)
20:47:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:53%20GMT	https://praktio.com/workshops	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/workshops	(from https://praktio.com/)
20:47:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:53%20GMT	https://praktio.com/first-years	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/first-years	(from https://praktio.com/)
20:47:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:53%20GMT	https://praktio.com/summer	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/summer	(from https://praktio.com/)
20:47:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:54%20GMT	https://praktio.com/pages/summer-associate-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associate-2022	(from https://praktio.com/)
20:47:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:54%20GMT	https://praktio.com/pages/summer-associates-2022	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/summer-associates-2022	(from https://praktio.com/)
20:47:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:54%20GMT	https://praktio.com/staff	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/staff	(from https://praktio.com/)
20:47:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:54%20GMT	https://praktio.com/procurement	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/procurement	(from https://praktio.com/)
20:47:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:54%20GMT	https://praktio.com/about-us	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/about-us	(from https://praktio.com/)
20:47:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:55%20GMT	https://praktio.com/opps	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/opps	(from https://praktio.com/)
20:47:57	35922/35922	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:5816b76257312b569c55c11e7423f8ba%22	https://praktio.com/pages/opportunities	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/opportunities.html	(from https://praktio.com/)
20:47:57	43797/43797	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:d83e476bec3f963cb97847b9026fa264%22	https://praktio.com/pages/terms-of-service	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/pages/terms-of-service.html	(from https://praktio.com/)
20:47:58	3057/3057	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2017%20Jun%202024%2012:47:56%20GMT	https://praktio.com/services/javascripts/currencies.js	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/services/javascripts/currencies.js	(from https://praktio.com/)
20:47:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:47:56%20GMT	http://praktio.com/cdn/shop/t/35/assets/jquery.currencies.min.js?v=177986016106534438001710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/jquery.currencies.min.3bd05e.delayed	(from https://praktio.com/)
20:47:59	7283/7283	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202024%2022:17:43%20GMT	https://praktio.com/cdn/shop/t/35/assets/jquery.currencies.min.js?v=177986016106534438001710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/jquery.currencies.mind05e.js	(from https://praktio.com/)
20:47:59	47656/47656	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2020%20May%202024%2016:52:42%20GMT	https://snap.licdn.com/li.lms-analytics/insight.min.js	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/snap.licdn.com/li.lms-analytics/insight.min.js	(from https://praktio.com/)
20:48:00	983/983	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202024%2012:47:58%20GMT	https://praktio.com/cdn/shop/files/checked-light.png	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/files/checked-light.png	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:01	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Jun%202024%2012:47:59%20GMT	https://praktio.com/cdn/shop/t/35/assets/h/cdn/shop/files/star-black-shape-in-a-circle-outline-favourite-interface-symbol_2.png	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/h/cdn/shop/files/star-black-shape-in-a-circle-outline-favourite-interface-symbol_2.png	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:02	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Jun%202024%2012:48:00%20GMT	https://praktio.com/cdn/shop/t/13/assets/select.png?v=11259594172122509499	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/13/assets/select31b9.png	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:02	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Jun%202024%2012:48:01%20GMT	https://praktio.com/cdn/shop/t/13/assets/loader.gif?v=3840824444089752909	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/13/assets/loader9660.gif	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:03	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Jun%202024%2012:48:01%20GMT	https://praktio.com/cdn/shop/t/13/assets/blank.gif?v=16482679876569321596	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/13/assets/blank0356.gif	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:48:01%20GMT	http://praktio.com/cdn/shop/t/35/assets/ootsb.eot?v=11183723146009186671710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/ootsb.438366.delayed	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:48:02%20GMT	http://praktio.com/cdn/shop/t/35/assets/ootsb.ttf?v=110314966700274278271710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/ootsb.451c0d.delayed	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:04	6588/6588	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2017%20Jun%202024%2012:48:02%20GMT	https://praktio.com/cdn/shop/t/35/assets/ootsb.eot?v=11183723146009186671710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/ootsb8366.eot	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:05	2804/2804	---M--	200	added ('OK')	font/woff2	date:Tue,%2014%20May%202024%2000:51:32%20GMT	https://praktio.com/cdn/shop/t/35/assets/ootsb.ttf?v=110314966700274278271710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/ootsb1c0d.ttf	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:05	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jun%202024%2012:48:03%20GMT	http://praktio.com/cdn/shop/t/35/assets/ootsb.woff?v=32641782656375174161710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/ootsb1fa8.woff	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
20:48:06	2804/2804	---M--	200	added ('OK')	font/woff2	date:Mon,%2017%20Jun%202024%2012:48:04%20GMT	https://praktio.com/cdn/shop/t/35/assets/ootsb.woff?v=32641782656375174161710950322	F:/website/Funix%20Software%20Engineer/WDU202x.1.0.VN/Asm%201%20mon%202/praktio.com/cdn/shop/t/35/assets/ootsb1fa8.woff	(from https://praktio.com/cdn/shop/t/35/assets/styles.css?v=173815735524747291715637346)
